,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
28095,33,private,hs-grad,9,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
28096,21,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,20,united-states,<=50k
28097,22,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,50,united-states,<=50k
28098,61,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,<=50k
28099,40,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,30,united-states,>50k
28100,58,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,12,united-states,<=50k
28101,30,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,58,united-states,<=50k
28102,24,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,60,united-states,<=50k
28103,52,self-emp-not-inc,12th,8,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28104,50,private,hs-grad,9,widowed,sales,unmarried,white,female,0,0,40,united-states,<=50k
28105,49,private,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,30,united-states,<=50k
28106,22,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28108,21,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28109,25,private,some-college,10,never-married,machine-op-inspct,own-child,white,female,0,0,50,united-states,<=50k
28110,34,self-emp-inc,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,<=50k
28111,48,private,10th,6,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
28113,21,private,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
28114,20,private,7th-8th,4,never-married,machine-op-inspct,own-child,white,female,0,0,52,united-states,<=50k
28115,30,state-gov,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
28116,44,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,1902,40,united-states,>50k
28117,44,private,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,60,united-states,<=50k
28118,29,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k
28119,31,private,prof-school,15,divorced,tech-support,not-in-family,white,female,0,0,35,united-states,<=50k
28120,35,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28121,27,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
28122,26,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50k
28123,37,self-emp-not-inc,9th,5,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,>50k
28125,44,private,7th-8th,4,married-civ-spouse,other-service,wife,white,female,0,0,55,united-states,<=50k
28126,34,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28127,28,local-gov,assoc-acdm,12,never-married,craft-repair,own-child,white,male,0,0,5,united-states,<=50k
28128,30,private,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,45,united-states,<=50k
28129,41,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,<=50k
28130,23,private,bachelors,13,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50k
28131,19,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,70,united-states,<=50k
28132,48,private,1st-4th,2,married-civ-spouse,farming-fishing,husband,white,male,3781,0,50,mexico,<=50k
28133,26,state-gov,some-college,10,never-married,other-service,not-in-family,white,male,0,0,20,united-states,<=50k
28134,32,private,bachelors,13,married-civ-spouse,sales,husband,black,male,0,0,40,united-states,>50k
28135,26,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,48,united-states,<=50k
28136,36,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,7298,0,55,united-states,>50k
28137,49,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
28139,54,private,masters,14,divorced,tech-support,not-in-family,white,male,0,0,40,united-states,>50k
28140,36,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,55,united-states,<=50k
28141,41,private,hs-grad,9,divorced,handlers-cleaners,unmarried,white,male,0,0,48,united-states,<=50k
28142,27,private,bachelors,13,never-married,other-service,not-in-family,white,male,0,0,35,united-states,<=50k
28146,40,self-emp-not-inc,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k
28147,46,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
28149,43,private,9th,5,divorced,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50k
28150,46,private,hs-grad,9,divorced,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
28151,51,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,0,0,60,united-states,<=50k
28152,19,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50k
28153,67,local-gov,doctorate,16,never-married,prof-specialty,not-in-family,white,female,7896,0,50,united-states,>50k
28154,31,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28155,27,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
28156,21,private,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k
28157,36,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k
28158,23,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,0,0,16,united-states,<=50k
28159,62,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k
28160,31,local-gov,bachelors,13,married-civ-spouse,protective-serv,husband,black,male,0,0,50,united-states,>50k
28161,52,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1887,40,united-states,>50k
28162,39,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
28163,24,private,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,30,united-states,<=50k
28165,38,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
28166,36,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
28167,17,private,11th,7,never-married,sales,own-child,black,female,0,0,15,united-states,<=50k
28168,27,private,hs-grad,9,married-spouse-absent,other-service,unmarried,white,female,0,0,40,united-states,<=50k
28169,30,private,some-college,10,divorced,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k
28170,43,state-gov,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
28171,51,private,11th,7,divorced,other-service,unmarried,black,female,0,0,30,united-states,<=50k
28172,47,private,bachelors,13,widowed,priv-house-serv,unmarried,white,female,25236,0,35,united-states,>50k
28173,49,state-gov,doctorate,16,never-married,exec-managerial,not-in-family,white,female,0,2258,50,united-states,>50k
28174,34,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50k
28176,79,federal-gov,doctorate,16,widowed,exec-managerial,not-in-family,white,male,0,0,6,united-states,>50k
28177,28,state-gov,some-college,10,divorced,other-service,unmarried,white,male,0,0,40,united-states,<=50k
28178,41,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
28179,21,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50k
28180,31,self-emp-not-inc,bachelors,13,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
28181,45,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50k
28182,23,self-emp-inc,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,50,united-states,<=50k
28183,32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,germany,<=50k
28184,67,private,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
28185,32,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
28186,35,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k
28187,29,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
28188,38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28189,38,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k
28190,18,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,0,0,30,united-states,<=50k
28191,47,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,5013,0,24,united-states,<=50k
28192,22,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
28193,21,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,2377,48,united-states,<=50k
28197,40,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,55,germany,>50k
28198,23,private,bachelors,13,never-married,machine-op-inspct,own-child,white,female,0,1719,40,united-states,<=50k
28199,25,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28200,44,self-emp-inc,some-college,10,never-married,sales,not-in-family,white,male,0,2258,60,united-states,<=50k
28201,43,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,25,united-states,>50k
28202,31,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,55,united-states,>50k
28203,33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28204,41,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28205,29,self-emp-not-inc,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,<=50k
28207,78,private,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,1797,0,15,united-states,<=50k
28208,64,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28209,58,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28211,20,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28212,35,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
28213,27,local-gov,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28214,37,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,99999,0,50,united-states,>50k
28215,42,private,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
28216,47,local-gov,12th,8,married-civ-spouse,adm-clerical,husband,white,male,0,0,35,puerto-rico,<=50k
28217,29,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,female,0,0,40,united-states,<=50k
28218,33,private,1st-4th,2,never-married,sales,own-child,white,female,0,0,24,united-states,<=50k
28219,44,private,some-college,10,widowed,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50k
28221,25,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,78,united-states,<=50k
28222,24,state-gov,bachelors,13,never-married,adm-clerical,other-relative,white,female,0,0,10,united-states,<=50k
28223,42,state-gov,bachelors,13,divorced,adm-clerical,unmarried,black,female,2977,0,40,united-states,<=50k
28224,53,private,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,50,united-states,>50k
28225,39,private,bachelors,13,divorced,exec-managerial,unmarried,black,female,0,0,60,united-states,<=50k
28226,72,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
28227,43,self-emp-inc,9th,5,never-married,sales,own-child,white,female,0,0,44,portugal,<=50k
28228,25,state-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
28229,37,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
28230,27,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
28231,39,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
28232,64,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,2635,0,24,italy,<=50k
28233,29,self-emp-not-inc,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,>50k
28234,50,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28235,33,private,5th-6th,3,never-married,other-service,unmarried,white,female,0,0,40,mexico,<=50k
28236,18,private,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,20,united-states,<=50k
28237,20,private,11th,7,never-married,handlers-cleaners,not-in-family,white,male,0,0,32,mexico,<=50k
28238,32,private,some-college,10,separated,tech-support,unmarried,white,female,0,0,50,united-states,<=50k
28239,45,private,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28240,48,private,hs-grad,9,married-civ-spouse,handlers-cleaners,wife,black,female,0,0,40,united-states,<=50k
28242,23,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,0,0,40,united-states,<=50k
28243,34,federal-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,1902,48,united-states,>50k
28244,43,private,bachelors,13,separated,exec-managerial,unmarried,white,male,8614,0,40,united-states,>50k
28245,44,private,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,40,united-states,>50k
28246,47,self-emp-not-inc,some-college,10,married-civ-spouse,tech-support,husband,black,male,0,0,40,united-states,>50k
28247,47,private,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,black,female,0,0,40,united-states,<=50k
28248,46,local-gov,1st-4th,2,never-married,other-service,not-in-family,amer-indian-eskimo,female,0,0,20,united-states,<=50k
28249,19,private,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k
28250,51,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
28251,41,self-emp-inc,hs-grad,9,separated,exec-managerial,unmarried,white,male,0,0,40,united-states,<=50k
28252,37,private,11th,7,separated,other-service,unmarried,black,female,0,0,40,united-states,<=50k
28253,31,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
28254,25,private,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
28255,46,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
28256,53,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,5178,0,45,united-states,>50k
28257,47,local-gov,doctorate,16,never-married,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
28258,28,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
28259,60,self-emp-not-inc,some-college,10,married-civ-spouse,transport-moving,husband,white,male,3137,0,46,united-states,<=50k
28260,43,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28261,45,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7688,0,50,united-states,>50k
28262,28,private,10th,6,never-married,handlers-cleaners,other-relative,white,male,0,0,40,mexico,<=50k
28263,19,private,11th,7,never-married,handlers-cleaners,other-relative,white,male,0,0,30,united-states,<=50k
28264,51,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,other,male,99999,0,70,india,>50k
28265,19,private,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,35,united-states,<=50k
28266,64,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
28267,44,private,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
28268,21,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,48,united-states,<=50k
28269,33,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
28270,63,private,bachelors,13,married-civ-spouse,protective-serv,husband,asian-pac-islander,male,0,0,40,philippines,>50k
28272,44,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,35,united-states,>50k
28273,28,federal-gov,hs-grad,9,never-married,exec-managerial,unmarried,white,female,0,0,70,puerto-rico,<=50k
28274,24,private,bachelors,13,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
28275,20,federal-gov,some-college,10,never-married,adm-clerical,own-child,black,female,0,0,20,united-states,<=50k
28277,20,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
28278,21,private,hs-grad,9,never-married,handlers-cleaners,own-child,amer-indian-eskimo,male,0,0,40,united-states,<=50k
28279,34,federal-gov,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,52,united-states,<=50k
28280,17,private,11th,7,never-married,sales,own-child,white,female,0,0,15,united-states,<=50k
28281,35,private,11th,7,separated,other-service,unmarried,black,female,0,0,40,united-states,<=50k
28282,26,private,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k
28283,35,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,70,united-states,<=50k
28284,25,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
28285,27,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
28286,52,local-gov,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
28287,43,self-emp-not-inc,bachelors,13,never-married,prof-specialty,unmarried,white,female,0,0,50,united-states,<=50k
28288,36,private,masters,14,married-civ-spouse,sales,husband,white,male,7688,0,50,united-states,>50k
28289,37,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k
28290,58,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
28291,25,private,assoc-acdm,12,never-married,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k
28292,54,private,masters,14,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
28294,65,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,99999,0,65,united-states,>50k
28295,44,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,asian-pac-islander,female,0,0,45,laos,<=50k
28296,61,private,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,el-salvador,<=50k
28297,29,private,hs-grad,9,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k
28298,34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
28299,24,state-gov,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,canada,<=50k
28300,40,private,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,0,42,united-states,>50k
28301,42,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,cuba,>50k
28302,50,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
28304,49,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
28305,38,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
28306,41,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,black,male,0,0,45,united-states,<=50k
28307,70,self-emp-inc,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,5,united-states,<=50k
28308,51,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
28309,24,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
28310,57,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50k
28311,22,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50k
28312,31,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
28313,28,private,some-college,10,married-civ-spouse,tech-support,wife,white,female,0,0,40,united-states,<=50k
28314,45,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
28315,39,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
28316,26,private,some-college,10,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k
28317,38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k
28318,38,self-emp-not-inc,masters,14,married-civ-spouse,prof-specialty,husband,black,male,99999,0,60,united-states,>50k
28319,19,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k
28321,30,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,44,united-states,<=50k
28322,28,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
28323,53,private,9th,5,never-married,craft-repair,not-in-family,black,male,0,0,40,jamaica,<=50k
28324,32,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,38,united-states,<=50k
28325,57,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,60,united-states,>50k
28326,47,private,masters,14,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
28327,36,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,56,united-states,<=50k
28328,21,private,11th,7,never-married,sales,own-child,white,female,0,0,38,united-states,<=50k
28329,25,state-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
28330,37,private,hs-grad,9,divorced,protective-serv,unmarried,white,female,0,0,40,united-states,<=50k
28331,31,private,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,30,united-states,<=50k
28332,43,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k
28333,61,private,hs-grad,9,divorced,sales,unmarried,white,female,0,2754,25,united-states,<=50k
28334,56,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,35,united-states,<=50k
28336,59,private,7th-8th,4,separated,other-service,own-child,black,female,0,0,38,united-states,<=50k
28337,44,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1887,55,united-states,>50k
28338,47,private,masters,14,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
28339,44,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,>50k
28340,64,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
28341,26,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
28342,53,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28345,46,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,44,united-states,<=50k
28346,45,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
28347,44,federal-gov,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28348,59,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,1977,48,united-states,>50k
28349,65,self-emp-inc,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,99999,0,40,united-states,>50k
28350,23,private,hs-grad,9,never-married,machine-op-inspct,own-child,black,female,0,0,40,united-states,<=50k
28351,33,private,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,38,united-states,<=50k
28352,34,private,hs-grad,9,divorced,sales,own-child,white,female,0,0,35,united-states,<=50k
28353,38,private,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28354,62,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,>50k
28355,21,private,some-college,10,never-married,sales,other-relative,white,male,0,0,40,united-states,<=50k
28356,41,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,8,united-states,<=50k
28357,35,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,40,peru,<=50k
28358,62,local-gov,some-college,10,divorced,other-service,not-in-family,white,male,0,0,45,united-states,<=50k
28359,53,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
28360,69,state-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,16,united-states,<=50k
28361,19,self-emp-not-inc,some-college,10,never-married,sales,own-child,white,female,0,0,16,united-states,<=50k
28362,47,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
28363,52,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,90,united-states,>50k
28364,54,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28366,30,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,73,united-states,>50k
28367,39,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,25,united-states,<=50k
28368,73,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,1173,0,75,united-states,<=50k
28369,64,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
28370,32,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
28371,51,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
28372,57,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
28373,25,private,hs-grad,9,never-married,machine-op-inspct,unmarried,white,male,0,0,40,united-states,<=50k
28374,53,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,1740,40,united-states,<=50k
28375,39,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k
28376,49,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,16,united-states,<=50k
28377,23,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,1092,40,united-states,<=50k
28378,28,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,55,united-states,>50k
28379,46,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k
28380,40,private,some-college,10,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k
28381,24,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50k
28383,50,private,10th,6,married-civ-spouse,other-service,husband,white,male,0,0,8,el-salvador,<=50k
28385,35,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
28386,33,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,46,united-states,<=50k
28387,54,federal-gov,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
28388,35,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
28389,31,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
28390,47,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
28391,48,private,hs-grad,9,divorced,sales,own-child,white,female,0,0,20,united-states,<=50k
28392,33,local-gov,assoc-voc,11,never-married,adm-clerical,own-child,white,male,0,1669,55,united-states,<=50k
